year,origin,dest,arr_time,arr_delay
2022,JFK,LAX,228,29
2022,JFK,LAX,346,107
2022,JFK,LAX,857,-2
2022,JFK,LAX,949,-6
2022,JFK,LAX,952,-7
2022,JFK,LAX,1009,-16
2022,JFK,LAX,1103,-16
2022,JFK,LAX,1155,-5
2022,JFK,IAD,1023,-28
2022,JFK,LAX,1239,4
2022,JFK,LAX,1230,-30
2022,JFK,LAX,1311,1
2022,JFK,LAX,1310,-14
2022,JFK,LAX,1425,4
2022,JFK,LAX,1446,53
2022,JFK,LAX,1513,3
2022,JFK,IAD,1622,-3
2022,JFK,LAX,1916,146
2022,JFK,LAX,1943,38
2022,JFK,LAX,1957,42
2022,JFK,LAX,2006,16
2022,JFK,LAX,2123,48
2022,JFK,LAX,2113,169
2022,JFK,LAX,2241,62
2022,JFK,LAX,2144,9
2022,JFK,LAX,2208,253
2022,JFK,LAX,2257,20
2022,JFK,LAX,2308,28
2022,JFK,LAX,2315,120
2022,JFK,LAX,4,27
2022,JFK,LAX,13,31
2022,JFK,LAX,153,60
2022,JFK,LAX,156,70
2022,JFK,IAD,NA,NA
2022,JFK,LAX,915,16
2022,JFK,LAX,940,-19
2022,JFK,LAX,945,-10
2022,JFK,LAX,1112,-7
2022,JFK,LAX,1128,63
2022,JFK,LAX,1148,-12
2022,JFK,IAD,1032,-19
2022,JFK,LAX,1241,6
2022,JFK,LAX,1252,-8
2022,JFK,LAX,1316,6
2022,JFK,LAX,1344,20
2022,JFK,LAX,1344,-9
2022,JFK,LAX,1414,-7
2022,JFK,LAX,1511,1
2022,JFK,LAX,1717,-19
2022,JFK,IAD,1610,-15
2022,JFK,LAX,1817,-7
2022,JFK,LAX,1849,119
2022,JFK,LAX,1856,-15
2022,JFK,LAX,1906,1
2022,JFK,LAX,1955,5
2022,JFK,LAX,2017,-18
2022,JFK,LAX,2101,-14
2022,JFK,LAX,2124,-11
2022,JFK,LAX,2157,18
2022,JFK,LAX,2329,-13
2022,JFK,LAX,2359,22
2022,JFK,IAD,2231,-13
2022,JFK,LAX,15,98
2022,JFK,LAX,100,7
2022,JFK,LAX,143,57
2022,JFK,LAX,214,15
2022,JFK,LAX,936,-19
2022,JFK,LAX,1006,7
2022,JFK,LAX,1005,-20
2022,JFK,LAX,1123,4
2022,JFK,LAX,1159,-1
2022,JFK,IAD,1026,-25
2022,JFK,LAX,1239,4
2022,JFK,LAX,1242,-18
2022,JFK,LAX,1259,-11
2022,JFK,LAX,1308,-16
2022,JFK,LAX,1345,-8
2022,JFK,LAX,1455,-5
2022,JFK,LAX,1634,-16
2022,JFK,LAX,1715,-25
2022,JFK,IAD,1613,-12
2022,JFK,LAX,1922,11
2022,JFK,LAX,1945,81
2022,JFK,LAX,1945,-5
2022,JFK,LAX,2007,62
2022,JFK,LAX,2231,52
2022,JFK,LAX,2235,60
2022,JFK,LAX,2248,11
2022,JFK,IAD,2255,17
2022,JFK,LAX,12,591
2022,JFK,LAX,45,-8
2022,JFK,LAX,110,24
2022,JFK,LAX,136,119
2022,JFK,LAX,210,11
2022,JFK,LAX,200,325
2022,JFK,LAX,NA,NA
2022,JFK,LAX,NA,NA
2022,JFK,LAX,1019,-6
2022,JFK,LAX,1054,-25
2022,JFK,LAX,1154,-6
2022,JFK,IAD,1037,-14
2022,JFK,LAX,1204,-31
2022,JFK,LAX,1249,170
2022,JFK,LAX,1228,-32
2022,JFK,LAX,1316,6
2022,JFK,LAX,1308,-16
2022,JFK,LAX,1403,-18
2022,JFK,LAX,1444,-26
2022,JFK,LAX,1456,63
2022,JFK,LAX,1647,-3
2022,JFK,IAD,1607,-18
2022,JFK,LAX,1737,-18
2022,JFK,LAX,1827,3
2022,JFK,LAX,1837,-38
2022,JFK,LAX,1925,-25
2022,JFK,LAX,2031,-44
2022,JFK,LAX,2127,52
2022,JFK,LAX,2121,-14
2022,JFK,LAX,2144,5
2022,JFK,LAX,2208,-29
2022,JFK,LAX,2226,-14
2022,JFK,LAX,2306,-36
2022,JFK,IAD,2225,-19
2022,JFK,LAX,30,-16
2022,JFK,LAX,46,-7
2022,JFK,LAX,54,77
2022,JFK,LAX,144,-15
2022,JFK,LAX,NA,NA
2022,JFK,LAX,NA,NA
2022,JFK,LAX,NA,NA
2022,JFK,LAX,310,137
2022,JFK,LAX,837,-22
2022,JFK,LAX,943,-16
2022,JFK,LAX,1005,-20
2022,JFK,LAX,1026,31
2022,JFK,LAX,1103,-16
2022,JFK,LAX,1139,-21
2022,JFK,IAD,1023,-28
2022,JFK,LAX,1236,1
2022,JFK,LAX,1256,-4
2022,JFK,LAX,1324,14
2022,JFK,LAX,1326,2
2022,JFK,LAX,1310,1079
2022,JFK,LAX,1337,-16
2022,JFK,LAX,1457,36
2022,JFK,LAX,1538,28
2022,JFK,LAX,1702,12
2022,JFK,LAX,1754,18
2022,JFK,IAD,1645,20
2022,JFK,LAX,1904,40
2022,JFK,LAX,2044,54
2022,JFK,LAX,2019,74
2022,JFK,LAX,2124,49
2022,JFK,LAX,2250,71
2022,JFK,LAX,2258,21
2022,JFK,LAX,1,81
2022,JFK,LAX,2347,132
2022,JFK,LAX,2351,9
2022,JFK,LAX,23,46
2022,JFK,LAX,39,204
2022,JFK,IAD,2323,39
2022,JFK,LAX,107,21
2022,JFK,LAX,146,-13
2022,JFK,LAX,833,-26
2022,JFK,LAX,940,-15
2022,JFK,LAX,953,-6
2022,JFK,LAX,1103,38
2022,JFK,LAX,1204,4
2022,JFK,IAD,1029,-22
2022,JFK,LAX,1207,-28
2022,JFK,LAX,1244,-16
2022,JFK,LAX,1333,-20
2022,JFK,LAX,1416,66
2022,JFK,LAX,1449,-3
2022,JFK,LAX,1647,-3
2022,JFK,IAD,1553,-32
2022,JFK,LAX,1735,-20
2022,JFK,LAX,1859,35
2022,JFK,LAX,1848,-27
2022,JFK,LAX,1901,-4
2022,JFK,LAX,2005,15
2022,JFK,LAX,2038,3
2022,JFK,LAX,2153,18
2022,JFK,LAX,2206,27
2022,JFK,LAX,2238,-4
2022,JFK,LAX,2320,40
2022,JFK,LAX,2331,-6
2022,JFK,LAX,2354,12
2022,JFK,LAX,111,18
2022,JFK,LAX,205,6
2022,JFK,IAD,NA,NA
2022,JFK,LAX,307,68
2022,JFK,LAX,832,-27
2022,JFK,LAX,954,-5
2022,JFK,LAX,949,-6
2022,JFK,LAX,1032,7
2022,JFK,LAX,1115,-4
2022,JFK,LAX,1154,-6
2022,JFK,LAX,1231,-4
2022,JFK,LAX,1257,-3
2022,JFK,IAD,1124,33
2022,JFK,LAX,1322,12
2022,JFK,LAX,1340,16
2022,JFK,LAX,1331,-22
2022,JFK,LAX,1409,-12
2022,JFK,LAX,1619,69
2022,JFK,LAX,1635,-20
2022,JFK,LAX,1739,3
2022,JFK,IAD,1635,10
2022,JFK,LAX,1809,-15
2022,JFK,LAX,1857,-14
2022,JFK,LAX,1911,6
2022,JFK,LAX,1943,-7
2022,JFK,LAX,2151,3
2022,JFK,LAX,2131,-4
2022,JFK,LAX,2145,6
2022,JFK,LAX,2214,99
2022,JFK,LAX,2304,22
2022,JFK,LAX,2307,27
2022,JFK,LAX,2324,-13
2022,JFK,LAX,2347,5
2022,JFK,IAD,2244,0
2022,JFK,LAX,49,-4
2022,JFK,LAX,221,99
2022,JFK,LAX,828,-31
2022,JFK,LAX,924,-35
2022,JFK,LAX,934,-21
2022,JFK,LAX,1004,-21
2022,JFK,LAX,1122,3
2022,JFK,LAX,1136,-24
2022,JFK,IAD,1033,-18
2022,JFK,LAX,1203,-32
2022,JFK,LAX,1234,-26
2022,JFK,LAX,1316,6
2022,JFK,LAX,1303,-21
2022,JFK,LAX,1324,-29
2022,JFK,LAX,1345,-36
2022,JFK,LAX,1454,-16
2022,JFK,LAX,1638,-17
2022,JFK,LAX,1743,-12
2022,JFK,IAD,1639,14
2022,JFK,LAX,1812,-12
2022,JFK,LAX,1858,-17
2022,JFK,LAX,1919,14
2022,JFK,LAX,1958,8
2022,JFK,LAX,2034,-1
2022,JFK,LAX,2119,-16
2022,JFK,LAX,2121,-27
2022,JFK,LAX,2124,-15
2022,JFK,LAX,2207,-35
2022,JFK,LAX,2255,-42
2022,JFK,LAX,2318,-24
2022,JFK,IAD,2214,-30
2022,JFK,LAX,42,-11
2022,JFK,LAX,124,42
2022,JFK,LAX,130,-29
2022,JFK,LAX,830,-29
2022,JFK,LAX,925,-34
2022,JFK,LAX,930,-25
2022,JFK,LAX,1028,3
2022,JFK,LAX,1112,-7
2022,JFK,LAX,1149,-11
2022,JFK,IAD,1040,-11
2022,JFK,LAX,1310,35
2022,JFK,LAX,1300,0
2022,JFK,LAX,1332,22
2022,JFK,LAX,1420,27
2022,JFK,LAX,1450,29
2022,JFK,LAX,1513,3
2022,JFK,LAX,1658,3
2022,JFK,LAX,1723,-13
2022,JFK,IAD,1643,18
2022,JFK,LAX,1828,304
2022,JFK,LAX,1844,20
2022,JFK,LAX,1903,-8
2022,JFK,LAX,1923,18
2022,JFK,LAX,1953,3
2022,JFK,LAX,2023,-12
2022,JFK,LAX,2218,30
2022,JFK,LAX,2136,-3
2022,JFK,LAX,2155,20
2022,JFK,LAX,2236,-6
2022,JFK,LAX,2343,63
2022,JFK,LAX,2346,4
2022,JFK,LAX,41,64
2022,JFK,LAX,36,-6
2022,JFK,IAD,2339,55
2022,JFK,LAX,203,70
2022,JFK,LAX,205,6
2022,JFK,LAX,835,-24
2022,JFK,LAX,937,-18
2022,JFK,LAX,1050,25
2022,JFK,LAX,957,-2
2022,JFK,LAX,1038,-41
2022,JFK,LAX,1208,8
2022,JFK,IAD,1044,-7
2022,JFK,LAX,1210,-25
2022,JFK,LAX,1301,1
2022,JFK,LAX,1311,1
2022,JFK,LAX,1305,-19
2022,JFK,LAX,1326,-27
2022,JFK,LAX,1407,-14
2022,JFK,LAX,1526,26
2022,JFK,LAX,1639,-17
2022,JFK,LAX,1801,21
2022,JFK,IAD,1602,-23
2022,JFK,LAX,1806,-18
2022,JFK,LAX,1851,-20
2022,JFK,LAX,1848,-17
2022,JFK,LAX,2005,15
2022,JFK,LAX,2111,-28
2022,JFK,LAX,2142,67
2022,JFK,LAX,2212,37
2022,JFK,LAX,2227,-15
2022,JFK,LAX,2348,11
2022,JFK,LAX,2310,-32
2022,JFK,IAD,2223,-21
2022,JFK,LAX,43,-10
2022,JFK,LAX,26,-16
2022,JFK,LAX,154,-5
2022,JFK,LAX,843,-16
2022,JFK,LAX,923,-36
2022,JFK,LAX,949,-6
2022,JFK,LAX,1040,15
2022,JFK,LAX,1119,0
2022,JFK,LAX,1202,2
2022,JFK,IAD,1052,1
2022,JFK,LAX,1216,-19
2022,JFK,LAX,1300,0
2022,JFK,LAX,1323,13
2022,JFK,LAX,1352,28
2022,JFK,LAX,1405,12
2022,JFK,LAX,1415,-6
2022,JFK,LAX,1625,75
2022,JFK,LAX,1641,-15
2022,JFK,IAD,1604,-21
2022,JFK,LAX,1807,12
2022,JFK,LAX,1816,-8
2022,JFK,LAX,1906,-9
2022,JFK,LAX,1906,1
2022,JFK,LAX,1928,-22
2022,JFK,LAX,1948,-47
2022,JFK,LAX,2149,1
2022,JFK,LAX,2140,1
2022,JFK,LAX,2143,8
2022,JFK,LAX,2209,-33
2022,JFK,LAX,2243,3
2022,JFK,LAX,2259,-38
2022,JFK,LAX,2320,-22
2022,JFK,IAD,2202,-42
2022,JFK,LAX,17,-25
2022,JFK,LAX,208,75
2022,JFK,LAX,213,14
2022,JFK,LAX,840,-19
2022,JFK,LAX,937,-22
2022,JFK,LAX,1009,-16
2022,JFK,LAX,1042,847
2022,JFK,LAX,1114,-5
2022,JFK,LAX,1210,135
2022,JFK,LAX,1146,-14
2022,JFK,IAD,1026,-25
2022,JFK,LAX,1223,-12
2022,JFK,LAX,1257,-3
2022,JFK,LAX,1302,-8
2022,JFK,LAX,1301,-23
2022,JFK,LAX,1322,-31
2022,JFK,LAX,1350,-31
2022,JFK,LAX,1450,-20
2022,JFK,LAX,1700,4
2022,JFK,LAX,1753,17
2022,JFK,IAD,1603,-22
2022,JFK,LAX,1855,31
2022,JFK,LAX,1918,7
2022,JFK,LAX,1910,5
2022,JFK,LAX,2001,11
2022,JFK,LAX,2137,2
2022,JFK,LAX,2213,25
2022,JFK,LAX,2145,6
2022,JFK,LAX,2300,18
2022,JFK,LAX,2232,-8
2022,JFK,LAX,2343,6
2022,JFK,LAX,2332,-10
2022,JFK,IAD,2254,10
2022,JFK,LAX,31,-11
2022,JFK,LAX,113,20
2022,JFK,LAX,227,28
2022,JFK,LAX,847,-12
2022,JFK,LAX,945,-14
2022,JFK,LAX,937,-18
2022,JFK,LAX,1041,16
2022,JFK,LAX,1215,15
2022,JFK,IAD,1114,23
2022,JFK,LAX,1234,-1
2022,JFK,LAX,1300,0
2022,JFK,LAX,1340,30
2022,JFK,LAX,1341,-12
2022,JFK,LAX,1453,1
2022,JFK,LAX,1701,5
2022,JFK,IAD,1628,3
2022,JFK,LAX,1753,-31
2022,JFK,LAX,1856,-19
2022,JFK,LAX,1852,57
2022,JFK,LAX,1915,10
2022,JFK,LAX,2004,14
2022,JFK,LAX,2022,-13
2022,JFK,LAX,2148,9
2022,JFK,LAX,2157,-45
2022,JFK,LAX,2232,-8
2022,JFK,LAX,2300,-37
2022,JFK,LAX,2318,103
2022,JFK,IAD,2249,5
2022,JFK,LAX,31,-22
2022,JFK,LAX,45,63
2022,JFK,LAX,217,18
2022,JFK,LAX,253,54
2022,JFK,LAX,355,193
2022,JFK,LAX,820,-39
2022,JFK,LAX,942,-13
2022,JFK,LAX,945,-14
2022,JFK,LAX,1012,-13
2022,JFK,LAX,1040,-39
2022,JFK,LAX,1125,-35
2022,JFK,IAD,1029,-22
2022,JFK,LAX,1233,-27
2022,JFK,LAX,1228,-7
2022,JFK,LAX,1245,-25
2022,JFK,LAX,1247,-37
2022,JFK,LAX,1330,-23
2022,JFK,LAX,1357,-24
2022,JFK,LAX,1438,-32
2022,JFK,LAX,1631,-25
2022,JFK,LAX,1709,-27
2022,JFK,IAD,1553,-32
2022,JFK,LAX,1834,10
2022,JFK,LAX,1835,-36
2022,JFK,LAX,1845,-20
2022,JFK,LAX,1954,4
2022,JFK,LAX,1956,-39
2022,JFK,LAX,2040,-35
2022,JFK,LAX,2120,-19
2022,JFK,LAX,2139,4
2022,JFK,LAX,2300,23
2022,JFK,LAX,2309,-33
2022,JFK,IAD,2209,-29
2022,JFK,LAX,2319,-18
2022,JFK,LAX,2354,74
2022,JFK,LAX,39,-14
2022,JFK,LAX,858,-1
2022,JFK,LAX,924,-35
2022,JFK,LAX,953,-2
2022,JFK,LAX,1037,12
2022,JFK,LAX,1042,-37
2022,JFK,IAD,1008,-17
2022,JFK,LAX,1201,-34
2022,JFK,LAX,1238,-22
2022,JFK,LAX,1236,36
2022,JFK,LAX,1259,-11
2022,JFK,LAX,1306,-18
2022,JFK,LAX,1414,-7
2022,JFK,LAX,1356,3
2022,JFK,LAX,1445,-25
2022,JFK,LAX,1704,8
2022,JFK,LAX,1712,-24
2022,JFK,IAD,1608,-17
2022,JFK,LAX,1832,8
2022,JFK,LAX,1904,-11
2022,JFK,LAX,1855,-10
2022,JFK,LAX,1937,-13
2022,JFK,LAX,1958,-37
2022,JFK,LAX,2037,-38
2022,JFK,LAX,2141,2
2022,JFK,LAX,2145,10
2022,JFK,LAX,2222,-15
2022,JFK,LAX,2256,19
2022,JFK,LAX,5,28
2022,JFK,LAX,2342,0
2022,JFK,LAX,52,10
2022,JFK,LAX,120,27
2022,JFK,LAX,141,-18
2022,JFK,IAD,20,91
2022,JFK,LAX,815,-44
2022,JFK,LAX,931,-28
2022,JFK,LAX,1012,17
2022,JFK,LAX,1053,28
2022,JFK,LAX,1054,-25
2022,JFK,LAX,1138,-22
2022,JFK,IAD,1018,-7
2022,JFK,LAX,1229,-6
2022,JFK,LAX,1254,-6
2022,JFK,LAX,1321,11
2022,JFK,LAX,1346,22
2022,JFK,LAX,1331,-22
2022,JFK,LAX,1418,-3
2022,JFK,LAX,1503,-7
2022,JFK,LAX,1711,15
2022,JFK,LAX,1743,7
2022,JFK,LAX,1823,-1
2022,JFK,LAX,2000,45
2022,JFK,LAX,2022,32
2022,JFK,LAX,2044,9
2022,JFK,LAX,2201,22
2022,JFK,LAX,2217,192
2022,JFK,LAX,2216,-21
2022,JFK,LAX,2227,52
2022,JFK,LAX,2307,112
2022,JFK,LAX,2337,-5
2022,JFK,LAX,2357,80
2022,JFK,LAX,28,-25
2022,JFK,LAX,123,106
2022,JFK,LAX,136,-23
2022,JFK,IAD,28,99
2022,JFK,IAD,NA,NA
2022,JFK,LAX,835,-24
2022,JFK,LAX,937,-22
2022,JFK,LAX,939,-16
2022,JFK,LAX,1109,-10
2022,JFK,LAX,1142,-18
2022,JFK,IAD,1023,-2
2022,JFK,LAX,1202,-33
2022,JFK,LAX,1238,-22
2022,JFK,LAX,1309,164
2022,JFK,LAX,1307,-3
2022,JFK,LAX,1310,-14
2022,JFK,LAX,1358,5
2022,JFK,LAX,1531,21
2022,JFK,LAX,1452,31
2022,JFK,LAX,1648,-8
2022,JFK,LAX,1747,11
2022,JFK,IAD,1619,-6
2022,JFK,LAX,1813,-11
2022,JFK,LAX,1842,-33
2022,JFK,LAX,1904,-1
2022,JFK,LAX,1940,-10
2022,JFK,LAX,1955,-40
2022,JFK,LAX,2145,6
2022,JFK,LAX,2159,-38
2022,JFK,LAX,2209,-28
2022,JFK,LAX,2244,69
2022,JFK,LAX,2329,-13
2022,JFK,IAD,2309,20
2022,JFK,LAX,26,-27
2022,JFK,LAX,116,99
2022,JFK,LAX,143,-16
2022,JFK,LAX,846,-13
2022,JFK,LAX,927,-32
2022,JFK,LAX,938,-17
2022,JFK,LAX,954,-31
2022,JFK,LAX,1059,-20
2022,JFK,LAX,1158,-2
2022,JFK,IAD,1018,-7
2022,JFK,LAX,1159,-36
2022,JFK,LAX,1224,-36
2022,JFK,LAX,1304,-6
2022,JFK,LAX,1251,-33
2022,JFK,LAX,1340,-13
2022,JFK,LAX,1358,-23
2022,JFK,LAX,1449,-21
2022,JFK,LAX,1654,-2
2022,JFK,LAX,1709,-27
2022,JFK,IAD,1620,-5
2022,JFK,LAX,1835,11
2022,JFK,LAX,1849,-16
2022,JFK,LAX,1855,-20
2022,JFK,LAX,1941,-9
2022,JFK,LAX,1944,-51
2022,JFK,LAX,2059,-16
2022,JFK,LAX,2100,-35
2022,JFK,LAX,2110,-29
2022,JFK,LAX,2211,-26
2022,JFK,LAX,2248,11
2022,JFK,LAX,2242,-55
2022,JFK,LAX,2322,-20
2022,JFK,LAX,2,-51
2022,JFK,LAX,41,-1
2022,JFK,IAD,5,76
2022,JFK,LAX,127,-32
2022,JFK,LAX,832,-27
2022,JFK,LAX,941,-18
2022,JFK,LAX,936,-19
2022,JFK,LAX,1041,16
2022,JFK,LAX,1111,-8
2022,JFK,IAD,1023,-2
2022,JFK,LAX,1157,-3
2022,JFK,LAX,1206,-29
2022,JFK,LAX,1233,-27
2022,JFK,LAX,1238,-32
2022,JFK,LAX,1245,-39
2022,JFK,LAX,1321,-32
2022,JFK,LAX,1350,-31
2022,JFK,LAX,1443,-27
2022,JFK,LAX,1616,-40
2022,JFK,LAX,1648,-48
2022,JFK,IAD,1717,52
2022,JFK,LAX,1850,-25
2022,JFK,LAX,1926,62
2022,JFK,LAX,2004,14
2022,JFK,LAX,2011,-24
2022,JFK,LAX,2037,92
2022,JFK,LAX,2108,-7
2022,JFK,LAX,2121,-14
2022,JFK,LAX,2149,10
2022,JFK,LAX,2312,35
2022,JFK,LAX,2338,-4
2022,JFK,LAX,1,84
2022,JFK,LAX,7,30
2022,JFK,IAD,2314,25
2022,JFK,LAX,31,-11
2022,JFK,LAX,118,25
2022,JFK,LAX,122,-37
2022,JFK,LAX,351,178
2022,JFK,LAX,430,151
2022,JFK,LAX,422,285
2022,JFK,LAX,854,-5
2022,JFK,LAX,922,-33
2022,JFK,LAX,952,-7
2022,JFK,LAX,1005,-20
2022,JFK,IAD,1014,-11
2022,JFK,LAX,1228,-7
2022,JFK,LAX,1234,-26
2022,JFK,LAX,1249,-21
2022,JFK,LAX,1330,90
2022,JFK,LAX,1337,-16
2022,JFK,LAX,1439,-13
2022,JFK,LAX,1652,-4
2022,JFK,LAX,1745,9
2022,JFK,IAD,1633,8
2022,JFK,LAX,1812,-12
2022,JFK,LAX,1917,2
2022,JFK,LAX,1953,48
2022,JFK,LAX,2013,23
2022,JFK,LAX,2028,-7
2022,JFK,LAX,2214,35
2022,JFK,LAX,2305,28
2022,JFK,LAX,2300,18
2022,JFK,LAX,2254,79
2022,JFK,LAX,21,39
2022,JFK,IAD,2252,3
2022,JFK,LAX,829,-30
2022,JFK,LAX,933,-26
2022,JFK,LAX,1049,54
2022,JFK,LAX,1044,19
2022,JFK,LAX,1110,-9
2022,JFK,LAX,1207,685
2022,JFK,IAD,1022,-3
2022,JFK,LAX,1203,3
2022,JFK,LAX,1251,-9
2022,JFK,LAX,1251,16
2022,JFK,LAX,1304,-6
2022,JFK,LAX,1315,-9
2022,JFK,LAX,1344,-9
2022,JFK,LAX,1457,36
2022,JFK,LAX,1511,1
2022,JFK,LAX,1641,-15
2022,JFK,LAX,1716,-20
2022,JFK,IAD,1610,-15
2022,JFK,LAX,1847,23
2022,JFK,LAX,1901,-14
2022,JFK,LAX,1911,6
2022,JFK,LAX,2000,10
2022,JFK,LAX,2026,-9
2022,JFK,LAX,2159,44
2022,JFK,LAX,2142,7
2022,JFK,LAX,2234,55
2022,JFK,LAX,2340,63
2022,JFK,LAX,2334,57
2022,JFK,LAX,18,36
2022,JFK,IAD,2257,8
2022,JFK,LAX,52,-1
2022,JFK,LAX,142,125
2022,JFK,LAX,208,9
2022,JFK,LAX,225,26
2022,JFK,LAX,357,184
2022,JFK,LAX,812,-22
2022,JFK,LAX,858,-1
2022,JFK,LAX,919,-40
2022,JFK,LAX,938,-17
2022,JFK,LAX,1035,10
2022,JFK,LAX,1138,19
2022,JFK,LAX,1232,32
2022,JFK,IAD,1056,31
2022,JFK,LAX,1303,28
2022,JFK,LAX,1335,35
2022,JFK,LAX,1334,24
2022,JFK,LAX,1401,37
2022,JFK,LAX,1505,44
2022,JFK,LAX,1526,16
2022,JFK,LAX,1509,76
2022,JFK,LAX,NA,NA
2022,JFK,IAD,1721,56
2022,JFK,LAX,1827,3
2022,JFK,LAX,1912,7
2022,JFK,LAX,2020,65
2022,JFK,LAX,2113,83
2022,JFK,LAX,2141,26
2022,JFK,LAX,2144,69
2022,JFK,LAX,2234,55
2022,JFK,LAX,2200,25
2022,JFK,LAX,2344,67
2022,JFK,LAX,54,72
2022,JFK,LAX,130,113
2022,JFK,LAX,157,75
2022,JFK,LAX,120,163
2022,JFK,LAX,NA,NA
2022,JFK,IAD,NA,NA
2022,JFK,LAX,907,-52
2022,JFK,LAX,931,-24
2022,JFK,LAX,1005,-20
2022,JFK,LAX,1107,-12
2022,JFK,LAX,1137,-23
2022,JFK,IAD,1030,5
2022,JFK,LAX,1225,-35
2022,JFK,LAX,1236,-34
2022,JFK,LAX,1312,-12
2022,JFK,LAX,1317,-36
2022,JFK,LAX,1323,48
2022,JFK,LAX,1415,-6
2022,JFK,LAX,1438,-32
2022,JFK,LAX,1651,-5
2022,JFK,IAD,1605,-20
2022,JFK,LAX,1756,-28
2022,JFK,LAX,1747,11
2022,JFK,LAX,1913,8
2022,JFK,LAX,1953,-42
2022,JFK,LAX,1958,43
2022,JFK,LAX,2003,13
2022,JFK,LAX,2055,-20
2022,JFK,LAX,2117,-18
2022,JFK,LAX,2141,2
2022,JFK,LAX,2204,-33
2022,JFK,LAX,2333,-9
2022,JFK,LAX,2322,-15
2022,JFK,LAX,7,90
2022,JFK,IAD,2330,41
2022,JFK,LAX,114,21
2022,JFK,LAX,141,-18
2022,JFK,LAX,NA,NA
2022,JFK,LAX,854,-5
2022,JFK,LAX,924,-35
2022,JFK,LAX,940,-15
2022,JFK,LAX,1012,-13
2022,JFK,LAX,1052,-27
2022,JFK,LAX,1137,-23
2022,JFK,IAD,1045,20
2022,JFK,LAX,1220,-15
2022,JFK,LAX,1301,1
2022,JFK,LAX,1319,9
2022,JFK,LAX,1327,3
2022,JFK,LAX,1335,-18
2022,JFK,LAX,1408,-13
2022,JFK,LAX,1444,-26
2022,JFK,LAX,1703,-33
2022,JFK,IAD,1607,-18
2022,JFK,LAX,1823,-1
2022,JFK,LAX,1858,122
2022,JFK,LAX,1901,-14
2022,JFK,LAX,1853,-12
2022,JFK,LAX,1957,7
2022,JFK,LAX,2039,4
2022,JFK,LAX,2145,10
2022,JFK,LAX,2149,10
2022,JFK,LAX,2224,-13
2022,JFK,LAX,2255,18
2022,JFK,LAX,2333,-4
2022,JFK,LAX,9,27
2022,JFK,IAD,2308,19
2022,JFK,LAX,146,53
2022,JFK,LAX,201,2
2022,JFK,IAD,229,220
2022,JFK,LAX,824,-35
2022,JFK,LAX,924,-31
2022,JFK,LAX,1000,-25
2022,JFK,LAX,1104,65
2022,JFK,LAX,1121,2
2022,JFK,IAD,1019,-6
2022,JFK,LAX,1206,-29
2022,JFK,LAX,1300,0
2022,JFK,LAX,1255,55
2022,JFK,LAX,1241,-29
2022,JFK,LAX,1300,-24
2022,JFK,LAX,1349,-4
2022,JFK,LAX,1358,-23
2022,JFK,LAX,1505,-5
2022,JFK,LAX,1635,-21
2022,JFK,LAX,1722,-14
2022,JFK,IAD,1649,24
2022,JFK,LAX,1904,-1
2022,JFK,LAX,1924,60
2022,JFK,LAX,2043,8
2022,JFK,LAX,2102,72
2022,JFK,LAX,2132,17
2022,JFK,LAX,2218,43
2022,JFK,LAX,2238,203
2022,JFK,LAX,2231,52
2022,JFK,LAX,2258,21
2022,JFK,LAX,2317,-20
2022,JFK,LAX,2337,60
2022,JFK,LAX,2336,-6
2022,JFK,LAX,54,12
2022,JFK,LAX,136,43
2022,JFK,LAX,147,-12
2022,JFK,LAX,328,231
2022,JFK,LAX,926,-33
2022,JFK,LAX,948,-7
2022,JFK,LAX,952,-33
2022,JFK,LAX,1105,-14
2022,JFK,LAX,1144,-16
2022,JFK,IAD,1016,-9
2022,JFK,LAX,1200,-35
2022,JFK,LAX,1252,-8
2022,JFK,LAX,1259,-11
2022,JFK,LAX,1250,-34
2022,JFK,LAX,1323,-30
2022,JFK,LAX,1415,-6
2022,JFK,LAX,1408,931
2022,JFK,LAX,1453,-17
2022,JFK,LAX,1707,-29
2022,JFK,LAX,1708,12
2022,JFK,IAD,1620,-5
2022,JFK,LAX,1820,-4
2022,JFK,LAX,1849,-16
2022,JFK,LAX,1940,-10
2022,JFK,LAX,1958,43
2022,JFK,LAX,2010,-25
2022,JFK,LAX,2049,-26
2022,JFK,LAX,2157,18
2022,JFK,LAX,2311,-31
2022,JFK,IAD,2216,-33
2022,JFK,LAX,29,-24
2022,JFK,LAX,35,-7
2022,JFK,LAX,154,197
2022,JFK,LAX,147,-12
2022,JFK,LAX,NA,NA
2022,JFK,LAX,859,0
2022,JFK,LAX,932,-27
2022,JFK,LAX,945,-10
2022,JFK,LAX,1004,-21
2022,JFK,IAD,955,-30
2022,JFK,LAX,1209,9
2022,JFK,LAX,1207,-28
2022,JFK,LAX,1229,-31
2022,JFK,LAX,1316,6
2022,JFK,LAX,1425,-27
2022,JFK,LAX,1502,69
2022,JFK,LAX,1703,7
2022,JFK,LAX,1703,-33
2022,JFK,IAD,1603,-22
2022,JFK,LAX,1809,-15
2022,JFK,LAX,1843,-32
2022,JFK,LAX,1901,-4
2022,JFK,LAX,2016,26
2022,JFK,LAX,2042,7
2022,JFK,LAX,2151,16
2022,JFK,LAX,2152,13
2022,JFK,LAX,2229,-8
